Varianza,Rango,SMA Fine,SMA Coarse,Media del espectro,Crepitancias,Sibilancias,Normal,Sibilancias y Crepitancias,Estado
2.985277545517906e-06,0.017697089589359033,0.10073425138783075,2.553992934037947,2.706568944431147e-10,0,0,1,0,0
5.207733919774164e-06,0.01427759515542782,0.09181229363384036,1.3124137296475356,4.687945843071096e-10,0,0,1,0,0
2.286056474330687e-06,0.014442482346595476,0.1003857941563908,1.8180547903723079,2.133152186650505e-10,0,0,1,0,0
3.5859132808178338e-06,0.01476850541905869,0.10457824727169421,2.483511071105278,3.163547585595057e-10,0,0,1,0,0
1.791073999474991e-06,0.013842374588338336,0.09394923411400621,2.103172767691658,1.600361335615293e-10,0,0,1,0,0
2.674834023623496e-06,0.014517154351839381,0.09530443531359521,1.794727206810253,2.395513109463336e-10,0,0,1,0,0
2.7576242257370794e-06,0.014858172889303092,0.11051819653491271,2.0501172790498843,2.55809493359402e-10,0,0,1,0,0
2.878132560960342e-06,0.016033724313409527,0.12180192068497804,2.108622339831347,2.4407249243094154e-10,0,0,1,0,0
2.6684965874913676e-06,0.013722775646357637,0.10325660506363614,1.8506180948191555,2.28116811511301e-10,0,0,1,0,0
3.304935832503206e-06,0.01643144953348992,0.12258993635948996,2.6112478127397947,2.93384166797233e-10,0,0,1,0,0
2.5225050987472936e-06,0.01602058258614495,0.12271037641467865,1.9387750212872772,2.3176078854129032e-10,0,0,1,0,0
2.7049775256087097e-06,0.019406836625057523,0.12231560539320778,2.102523961253875,2.386987168012461e-10,0,0,1,0,0
3.0495082691050516e-06,0.017446435063137776,0.11096003353278787,2.03821419409641,2.7962838750802313e-10,0,0,1,0,0
2.955282851172041e-06,0.01508315265307152,0.12184659344101237,2.2285039066172594,2.7031043376239645e-10,0,0,1,0,0
7.691295027045054e-06,0.016110092151311012,0.12152512346193989,0.9340157378120466,7.279246267989886e-10,0,0,1,0,0
5.236555691796178e-05,0.050747577832488365,0.30393144879020945,11.60517526740688,1.9536036701220724e-09,0,1,0,0,2
3.1328600749360396e-05,0.04138939440210687,0.24020820434411777,10.12725923372825,1.212875640968965e-09,0,0,1,0,0
2.7257437194197796e-05,0.04764697991382967,0.24425517000332364,14.00779969347752,1.2240101381883105e-09,0,1,0,0,2
1.7725358688208937e-05,0.04088232650187766,0.258859405569445,10.585223529152005,1.5793730527835102e-09,0,1,0,0,2
1.9137946608131364e-05,0.042790899512092945,0.28598453724890327,9.294499966552745,1.482863317826642e-09,0,1,0,0,2
1.2561747137831895e-05,0.035560684371369944,0.19986529682897008,8.76733968656463,1.0971995181963972e-09,0,0,1,0,0
1.951817828954591e-05,0.05073849591549181,0.3715299503642181,8.735935307905454,1.771452340713209e-09,0,0,1,0,0
2.176076985119685e-05,0.04772574821470671,0.4430754074082084,9.25264229112374,2.0144343419796226e-09,0,0,1,0,0
1.915659870874273e-05,0.04909723004256197,0.41177266622167896,10.984298148225449,1.7312861910265488e-09,0,0,1,0,0
2.0248731727257345e-05,0.04747259537498164,0.41446784666511527,10.543100837951231,1.876031367488449e-09,0,0,1,0,0
2.3908602403463754e-05,0.059280541557541776,0.4478174993756438,20.69925176043294,2.2015508334941146e-09,0,0,1,0,0
2.2537264325710867e-05,0.05189317694721239,0.4254793227108483,13.869139309007547,2.0547887021077196e-09,0,0,1,0,0
1.3576599039297604e-05,0.03750131800821394,0.3945798563803913,2.406894418364878,1.327763933994165e-09,0,1,0,0,2
2.2216554766862977e-05,0.055003201956137,0.4930102052089738,13.40811507356629,2.019523462177896e-09,0,1,0,0,2
2.57049114278007e-05,0.04567895861570689,0.49597176985490365,15.63355501221727,2.3763328102217064e-09,0,1,0,0,2
2.088727016628085e-05,0.055482841890617904,0.4640731309935454,13.53432431647605,1.8841439957830615e-09,0,1,0,0,2
2.0414732990440247e-05,0.05333682054741666,0.503092143455217,11.421457090725298,1.793316737516262e-09,0,1,0,0,2
2.1074738660509456e-05,0.04802345936179786,0.4740473394416087,8.931430529509022,1.9465397599723465e-09,0,1,0,0,2
2.4660842963750738e-05,0.04699483592394038,0.5134977132596787,12.031359423557285,2.2560592024522025e-09,0,1,0,0,2
2.1076627992957183e-05,0.043919370885719206,0.41863319335395355,10.081646413848906,1.9695843617878075e-09,0,1,0,0,2
1.5764061674868958e-05,0.04842067793633502,0.5015885642542047,10.7976158182773,1.4470763010483735e-09,0,1,0,0,2
2.135059803919848e-05,0.05273014971819055,0.5155704302840843,15.960958059024087,1.943946492667487e-09,0,1,0,0,2
2.9436160877498407e-05,0.05712520423327589,0.5105652038614792,19.137742118969097,2.69550804060276e-09,0,0,1,0,0
3.070612422999985e-05,0.046631998667689814,0.4775920623306717,4.597901057569011,2.943899781571237e-09,0,0,1,0,0
2.336822703205067e-05,0.047487664790067094,0.44959229468265277,7.277705720868822,2.1512217053000403e-09,0,0,1,0,0
2.8589647315211622e-05,0.05480970059055908,0.5014107408518738,4.2145825835777195,2.645475640180057e-09,0,0,1,0,0
6.46155979052015e-06,0.02635844041936311,0.2039907759687059,3.927256700453452,5.921529456660042e-10,0,0,1,0,0
6.1995231412637505e-06,0.02599158489454386,0.16721249447136055,3.462481250515062,5.745143479327291e-10,0,0,1,0,0
5.378232375649761e-06,0.02463888394385487,0.15506630318614892,3.5454160242760766,4.983640184639296e-10,0,0,1,0,0
6.588131160391439e-06,0.028537935026499733,0.16551274636513214,4.661977992274263,5.929368055294915e-10,0,0,1,0,0
6.005742442595204e-06,0.02401476459259777,0.20139384732946045,3.183591030011545,5.58491917490386e-10,1,0,0,0,1
4.435408196157844e-06,0.024049291765880224,0.1800152576320968,3.9284135113518572,4.032427910839778e-10,0,0,1,0,0
9.635644886739133e-06,0.03042018727667614,0.21364510517946828,13.950599391312654,8.688048683454273e-10,0,0,1,0,0
1.6558327496525395e-05,0.0400928230646614,0.260215791561468,6.23539108631178,1.512407658306095e-09,0,0,1,0,0
1.829432067203375e-05,0.0382000632323618,0.2612495351233741,5.292721985440819,1.6518688934497049e-09,0,0,1,0,0
1.984091447996431e-05,0.04575027554392355,0.2724753571975346,7.881481780288791,1.8306966105724037e-09,0,0,1,0,0
1.342025171023697e-05,0.0394260099577594,0.2569908166247635,7.617537952800933,1.2384002827754953e-09,0,0,1,0,0
2.092265876817118e-05,0.044152648723365204,0.3817484426989481,19.693966053675947,1.7880042061195807e-09,0,0,1,0,0
3.3905842175179876e-05,0.048593288838062826,0.36584978876661,6.51954152525434,2.9723157046944586e-09,0,0,1,0,0
3.2018861473025495e-05,0.05845774127085847,0.4025813194223722,9.450611693481513,2.9451639263924947e-09,0,0,1,0,0
3.410184148771317e-05,0.051637213358717224,0.45782534286106136,13.652810242485517,3.0920549762441957e-09,0,0,1,0,0
3.100077696303373e-05,0.059404902766303815,0.4072519447634696,15.232378203743055,2.8768559381418964e-09,0,0,1,0,0
3.2189973721235146e-05,0.06126495610083911,0.472050874221372,14.927596594169007,2.9722292144668404e-09,0,0,1,0,0
2.2242391716120496e-05,0.05025927900670507,0.3805217050115821,3.678173782056995,1.9437080437483094e-09,0,0,1,0,0
2.3060269592243345e-05,0.04809267014044186,0.3706237787076476,3.4349913190634083,2.1739484116820934e-09,0,0,1,0,0
1.5657174223551208e-05,0.04716291643828875,0.32551212447012984,4.993962408290328,1.4122994627382483e-09,0,0,1,0,0
1.7306678944893592e-05,0.05513415685352981,0.4153130907410423,11.177880888739601,1.6248810258378932e-09,0,0,1,0,0
1.5240185072373008e-05,0.05004032156201029,0.3528071991726309,7.1871318328944005,1.3926419534493676e-09,0,0,1,0,0
1.869808529772644e-05,0.05038974398940263,0.388868945572919,9.971165808389355,1.7240469362086653e-09,0,0,1,0,0
1.8752715058659575e-05,0.05693142307681577,0.36520937745847704,6.074175687959054,1.7725117978270012e-09,0,0,1,0,0
2.2802230494037735e-05,0.0428326805409837,0.39303296572353164,5.570110602337098,2.0585329172501354e-09,0,0,1,0,0
1.1306551826337453e-05,0.03718801157510226,0.2797884064290595,10.091377372564105,1.0448619559269179e-09,0,0,1,0,0
2.1297957470467324e-05,0.037531670744917395,0.29166628943116374,9.84237938760564,1.9428307846866756e-09,0,0,1,0,0
8.253591445680468e-06,0.040562721892224214,0.24703927021926642,6.946518478212391,7.682914364379226e-10,0,0,1,0,0
1.3081300786719115e-05,0.032357490271276004,0.26878477100172976,9.899096968514016,1.1881160597364152e-09,0,0,1,0,0
1.2838510497601732e-05,0.030645540739775226,0.2528303730955873,8.706804318468803,1.1651366891508885e-09,0,0,1,0,0
4.773699124236895e-06,0.0387088296367079,0.20937355461945129,7.078750735716056,4.3457900285775775e-10,0,0,1,0,0
5.010448735524733e-06,0.027452238582721583,0.21067198893492428,2.5380704757047265,4.5781970349284834e-10,0,0,1,0,0
7.687026776869241e-06,0.027074286827003045,0.21222899397558062,2.215943034795157,6.946466668803238e-10,0,0,1,0,0
5.360975076566431e-06,0.03078252645033963,0.22656071545327977,4.054492150295827,4.938947741448677e-10,0,0,1,0,0
6.1380813274751925e-06,0.029263053299965834,0.23741512058373326,4.15527717121808,5.502844722060649e-10,0,0,1,0,0
0.00032068195291237803,0.16438018857366699,4.067987580705083,137.96863950948998,2.9241672707287426e-08,0,0,1,0,0
0.00027351398515409206,0.15490085384461788,3.889333256885225,144.62709810720878,2.52502941267703e-08,0,0,1,0,0
0.00020210591387417922,0.14118265153717463,3.4801937916338677,122.70850875092913,1.8493575141130886e-08,0,0,1,0,0
0.00024080933879640608,0.14474181937628988,3.917764337660364,144.39592412097653,2.2084239586332307e-08,0,0,1,0,0
0.00019960518759712593,0.16347963257197246,3.640019625154835,143.1117816049844,1.8178160073184865e-08,0,0,1,0,0
0.0002114075109065937,0.1477190745881955,3.6049314163242965,130.9119909344942,1.9401807052890043e-08,0,0,1,0,0
0.00012708958172919643,0.1185866044445114,2.644552768977638,98.95276728057692,1.1704611123852686e-08,0,0,1,0,0
8.143161792528295e-05,0.11265724766407226,1.6788649387411076,23.092561210426386,7.541367761967538e-09,0,0,1,0,0
5.02627359904864e-05,0.07216539581323722,0.5151746871110641,10.894242514141334,4.541651984263682e-09,1,0,0,0,1
6.034868853993393e-05,0.09375244117317025,0.460034788902641,13.785138675341116,5.566575294180723e-09,1,0,0,0,1
2.6604880639225928e-05,0.06868611621811666,0.4812391344280232,10.317680939204434,2.354220881556219e-09,0,0,1,0,0
5.814273448399428e-05,0.08545580417032578,0.5634521354080937,14.063715158350425,5.134745580709025e-09,1,0,0,0,1
7.782973173708e-05,0.0775295836185273,0.5218585119169978,14.477782823231966,7.20387082686117e-09,1,0,0,0,1
9.725658026067613e-05,0.08588779129279556,0.5148556305174196,17.59468230335663,8.717750587069785e-09,1,0,0,0,1
8.310607482293779e-05,0.08363829340791779,0.47581499243622377,14.902515588336959,7.616692948023894e-09,1,0,0,0,1
8.438934372969799e-05,0.08185871949903478,0.5431229867786761,15.48680130403444,7.486783592367507e-09,1,0,0,0,1
0.00013333070503101116,0.08200370493741227,0.5653861193997264,7.68279528160369,1.218681641845517e-08,1,0,0,0,1
0.00017284440047649218,0.1510669802359325,0.7910142558996678,12.278565184513637,1.3481831004425225e-08,0,1,0,0,2
0.000238547415459477,0.13030869752976443,0.8354007381686822,19.64788916173856,2.0464507567474567e-08,0,1,0,0,2
0.00010520155618512287,0.11170001876800072,0.6968254045392439,13.206802988318213,9.527965998692474e-09,0,0,1,0,0
0.00023299887176724918,0.1402857758714471,0.844021022695252,20.1812593271748,2.14739893517479e-08,0,1,0,0,2
0.00026928357228238526,0.13472992310058574,0.9216852416790362,21.008350147166137,2.502342498966319e-08,0,1,0,0,2
0.00033288428772846245,0.14601753746247662,0.809445527766244,24.4391869473615,3.089300528393744e-08,0,1,0,0,2
0.00021240769404073514,0.1407783903840445,0.8435026961985113,20.321294554792974,1.9530120446645362e-08,0,1,0,0,2
0.00023570011882557626,0.14776618025345944,0.8443716875539301,18.67597164651868,2.1690780862796454e-08,0,1,0,0,2
0.0004898060497407322,0.15926316571399046,0.8733803053595206,12.60920739732902,4.4391668888388164e-08,0,0,1,0,0
0.0017723211662626626,0.3244946634404946,2.035045020463539,45.334998165679025,1.633458044351115e-07,1,0,0,0,1
0.002679226750653494,0.6050336681012178,3.39877745807141,90.6644449617241,2.4154494831299734e-07,1,0,0,0,1
0.0030998948749168974,0.5600888837755378,2.904653049961536,97.66810545574987,2.856211195817712e-07,1,0,0,0,1
0.0030412850807417105,0.48115106299483945,3.641798712733264,98.96219330252003,2.7813415559481576e-07,1,0,0,0,1
0.0024341382491684343,0.4776268283857583,3.126843330978538,92.483537009904,2.2315100386469305e-07,1,0,0,0,1
0.003417214287408104,0.515362173236972,3.301337183489347,93.42662851967799,3.0937196114625034e-07,1,0,0,0,1
0.002380687568489527,0.4717212838295987,3.073536954559885,86.47037114504546,2.1944758794201454e-07,1,0,0,0,1
0.0033541857025217526,0.4663633770683397,2.943999955251955,46.036970522771014,3.113117508403663e-07,0,0,1,0,0
0.002697747810216435,0.4892381857300837,2.6938906682716675,57.289542829175176,2.46148823344537e-07,1,0,0,0,1
0.002454206502261877,0.4998997215672055,2.586523325864185,89.37920924878848,2.2183592769282954e-07,0,0,0,1,3
0.002552849570653024,0.5312440028580869,2.7841990991848515,95.72131849892534,2.3394143372218193e-07,0,0,0,1,3
0.0033630891455115257,0.5358799914560924,3.1523233642359063,107.18631750389362,3.029160925066676e-07,0,0,0,1,3
0.00249340927868127,0.5026258621386356,2.9670879917849273,97.26240883491889,2.2317553670464176e-07,0,0,0,1,3
0.0034766693016601976,0.5911828277720099,3.5726344714833522,99.73365426969222,3.194623460819543e-07,0,0,0,1,3
0.0029701210037994777,0.5626871264887989,3.6162926210629145,91.52684260482445,2.69246584385795e-07,0,0,0,1,3
0.0035412064586534953,0.5441325112887565,3.1558615917969792,44.771539194155764,3.262449270739383e-07,0,0,0,1,3
0.0011050693632624518,0.3042552337925749,2.0351171799284624,40.23720613384315,9.939071465738129e-08,1,0,0,0,1
0.001296489768224397,0.3738618538479548,2.4149624473229268,67.64246672615722,1.1886742996810879e-07,1,0,0,0,1
0.0014731545858475104,0.4096216612381662,2.527631150407326,66.13340069732611,1.3459984118005364e-07,1,0,0,0,1
0.0012518328457437342,0.37218423425530955,2.324059348825969,62.76685630737803,1.1596835861868918e-07,1,0,0,0,1
0.001010501488494874,0.3169173011010407,2.3732971082343166,60.53455205547979,9.343814708580248e-08,1,0,0,0,1
0.0016079672060726666,0.3805300495130838,2.184236845133485,64.15478308205051,1.4306927412499378e-07,1,0,0,0,1
0.0011132291087980748,0.313502459092192,2.0241541308284394,54.911122082780075,1.0313496746815171e-07,1,0,0,0,1
0.0015078557347827097,0.3544686066742656,2.3072338437908857,26.761935188599708,1.382832994258878e-07,1,0,0,0,1
0.0007515594436833516,0.20554204345588067,1.4335729199295795,37.68567319553141,6.806615512870453e-08,0,0,1,0,0
0.0011498677228450225,0.29815069763093954,2.1321859160323466,69.65285807195158,1.0550877323959561e-07,1,0,0,0,1
0.0011169564564971369,0.4109899145534561,2.1879929982153623,65.45830242834617,9.99205814446076e-08,1,0,0,0,1
0.0010735254308329324,0.3240711041453193,2.229927906233108,65.15103044813057,9.89892924450642e-08,1,0,0,0,1
0.0012000039979390095,0.37214368090152916,2.1874034922451155,68.07630592783978,1.1026090935343609e-07,1,0,0,0,1
0.0012403551273194888,0.32933643235032245,1.983798206533571,62.3783827459321,1.1453000121184471e-07,1,0,0,0,1
0.001854309548417418,0.41457685072549033,2.1523068733233193,75.3074889252798,1.6878160389373146e-07,1,0,0,0,1
0.002369666706819799,0.4347402656968499,2.524673204285253,35.6319384455279,2.2054693570707528e-07,1,0,0,0,1
0.012469082495046087,1.1234849244197394,8.751991294440018,189.36230997090456,1.1573356127642714e-06,0,0,1,0,0
0.00618062115132054,0.9705342758825156,8.820870990131418,175.91755072736598,5.646371596942378e-07,0,0,1,0,0
0.018619492609704462,1.130578778328215,9.140999932185036,340.5948779809641,1.694824059731755e-06,0,0,1,0,0
0.013178901325929996,1.0472523988959208,8.605624133359392,260.01013419668595,1.1830067088402198e-06,0,0,1,0,0
0.015195467152868253,1.1250476974177743,9.032642771135073,303.33310957802865,1.357903302127778e-06,0,0,1,0,0
0.019625302545955268,1.1254566322475594,9.648867361015837,338.2866230548308,1.8219144418130873e-06,0,0,1,0,0
0.009993437555843124,1.108597580777915,8.992099845636123,197.07482776072328,9.314855866699315e-07,0,0,1,0,0
0.020458713468604457,1.2264319856866037,9.47430587532134,139.1657335457934,1.917451129532232e-06,0,0,1,0,0
0.006163035606864434,0.9570780310407239,6.706410964107312,121.52845680220167,5.580942309242876e-07,0,0,1,0,0
0.006239716525104813,1.0370896554917497,6.649669410727403,181.11551987322346,5.592801987680967e-07,1,0,0,0,1
0.010184144279548923,0.9635059683470263,8.337607670678267,255.5050074360477,9.330838768474056e-07,0,0,0,1,3
0.008144182724938939,0.8341227806794205,7.837336596376115,223.72156480950363,7.420083296737768e-07,0,0,1,0,0
0.008653913601415443,1.1636255447796295,7.6006589066380466,231.00223465528418,7.963796780646603e-07,1,0,0,0,1
0.00800388443540563,0.7976472451455443,6.622308218674358,214.3106653633156,7.314349864039933e-07,0,0,0,1,3
0.00904234178869358,1.0129479216034403,7.59983794776655,208.24286448982346,8.283522562350006e-07,1,0,0,0,1
0.013773918999902598,0.9681252729157136,7.755425851188623,128.87369971003133,1.2735116479333388e-06,0,0,0,1,3
0.0004441314361089027,0.20181978073814255,2.3592290050552145,45.078885933130344,4.0452970448695456e-08,0,0,1,0,0
0.00039137810533562754,0.22061502457662371,2.365736176071158,72.6989038330501,3.50986138386865e-08,0,0,1,0,0
0.0004666885760538055,0.1999729086056951,2.470149109201271,94.02128036525858,4.285039018582245e-08,0,0,1,0,0
0.0004781541708579486,0.1978069523920395,2.5869538471053373,85.60459547601916,4.3530317112401456e-08,1,0,0,0,1
0.0004541744373676159,0.19892678386424315,2.4966535405969754,79.91959875125652,4.155894755856965e-08,0,0,1,0,0
0.0005489040177236773,0.22727835763972457,2.691863510519166,81.91108440183959,4.969930177745022e-08,0,0,1,0,0
0.0006257593073401183,0.26333185597440173,2.636763712877215,80.54550738014734,5.744602498364132e-08,0,0,1,0,0
0.0005716573451734504,0.21306094872559683,2.0225262870942577,32.4765047705497,5.280939959056051e-08,1,0,0,0,1
0.0026887771778680873,0.46725085390722465,2.9169009903776795,85.37359903527086,2.436592005993846e-07,1,0,0,0,1
0.002455317029295247,0.495739857426035,2.8976132538223056,81.61667196897879,2.2601395712250199e-07,1,0,0,0,1
0.0018508630240146443,0.4248977686702167,2.7088006796961905,75.27336575858315,1.6660767834494708e-07,0,0,0,1,3
0.0019188900597512572,0.4311263691372289,2.778930095344941,76.53169370942581,1.7603327679792533e-07,1,0,0,0,1
0.0017892271974557059,0.3771768374737937,2.507645594727982,69.5710184983175,1.6023530327784398e-07,0,1,0,0,2
0.00211180609499916,0.38792044306011747,2.5501999065942855,85.40380688846479,1.9191431318964525e-07,1,0,0,0,1
0.002423088343827942,0.45012206802915206,3.2272241521269494,82.03915867332111,2.2332148948898097e-07,1,0,0,0,1
0.0032083799529338923,0.3994993504359947,2.8622186474931213,46.55517960674751,2.913616476457682e-07,1,0,0,0,1
0.002350581177560026,0.449137381075835,2.776425455041843,78.38465105867797,2.1534415731320765e-07,1,0,0,0,1
0.002615070643460632,0.4590029315965084,3.043197423193923,85.89451043645394,2.42459915492425e-07,1,0,0,0,1
0.0019028643313440637,0.4772398304113734,2.681048091636351,72.18149494128487,1.6674576012883345e-07,1,0,0,0,1
0.0023394278501835215,0.46994081305141283,2.834226611811689,84.88976834364215,2.0794373195480466e-07,1,0,0,0,1
0.0022947725916496174,0.573898130101234,2.8069832085053563,74.18390589416589,2.070441611275474e-07,1,0,0,0,1
0.0023863990329967303,0.4934868338113275,3.0126573642476084,88.22148462220815,2.1622341984435624e-07,1,0,0,0,1
0.002367021681938042,0.4832075547017489,2.922604052739022,82.58187252729736,2.1435654328509485e-07,1,0,0,0,1
0.00247616099750888,0.4862820856047245,2.8385642024753177,33.950864287967725,2.3648950753616178e-07,1,0,0,0,1
0.0008465397537942381,0.2613977542351479,1.6604888300415026,49.37042612585913,7.60763265751342e-08,1,0,0,0,1
0.0009625633625147593,0.28452261683916946,1.7670687299612096,51.51486104334623,8.760943557098707e-08,1,0,0,0,1
0.000710058265372105,0.2885242790276863,1.733183829829978,46.502042828240825,6.437939882611896e-08,1,0,0,0,1
0.0007908158986973571,0.28646160710846635,1.8186404496097721,53.15417533478228,7.222527488120276e-08,1,0,0,0,1
0.0007341109010581861,0.2664514286225683,1.8680272338581285,46.209985555797985,6.659556791301802e-08,1,0,0,0,1
0.0009178750323440508,0.30025895541155606,1.8548311493548457,55.22664791553243,8.413727074563119e-08,1,0,0,0,1
0.0009590134531073567,0.291715429408715,1.955894439136132,55.62825594475701,8.863751011041764e-08,1,0,0,0,1
0.0014061152446405343,0.2967394886219311,1.6725545849352095,26.561085451355225,1.3150382373908723e-07,1,0,0,0,1
0.0009994033938991365,0.33553881857762946,1.8151256899398869,58.107129532219915,9.104654421203323e-08,1,0,0,0,1
0.0010040199748366997,0.27035324155357027,2.1687326862843226,60.310679967924315,9.159591008268622e-08,1,0,0,0,1
0.0011834407245383469,0.33798550551896167,2.1867432838231657,64.10251264719477,1.0694616439696399e-07,1,0,0,0,1
0.001108891598141624,0.3245650788348719,2.1950685146674442,72.16211361454454,1.0070130813688213e-07,1,0,0,0,1
0.0012350845898666096,0.3139776944024474,2.1128912238366095,61.53896009035136,1.1401930445579353e-07,1,0,0,0,1
0.001161326201500939,0.37549267540491194,2.12978812938519,69.76940789249872,1.075323045995375e-07,1,0,0,0,1
0.0010526137392197438,0.28235975038093475,1.8362300751056222,60.46230673130926,9.535599374188122e-08,1,0,0,0,1
0.002440239917869288,0.33381855016008655,2.059633499069748,37.30451469014702,2.2595911198628257e-07,1,0,0,0,1
0.002274606781794405,0.47363723825731074,3.1989823698725113,89.78283672084022,2.0785775176810497e-07,1,0,0,0,1
0.0023488008029130974,0.5236017336567096,3.516563807677802,95.2529606711936,2.1151995275242002e-07,0,0,1,0,0
0.0023312081357759152,0.5228439799459892,3.3826232410280466,96.57590128821907,2.1534419177702467e-07,1,0,0,0,1
0.002076546582847187,0.5046622010447861,3.743522462954647,83.91937342728068,1.8997112034094835e-07,0,0,1,0,0
0.0024554132794240135,0.5165867847762748,3.3755930916719006,90.50160400787246,2.2700905037647275e-07,0,0,1,0,0
0.0034273853442396414,0.5170235302349631,3.6771123740013425,124.04096846001964,3.2095691666011376e-07,1,0,0,0,1
0.0034352546087698496,0.532743522053658,3.659019207599171,110.08969757344674,3.190895284918211e-07,0,0,1,0,0
0.003254743333668391,0.4540591954605159,3.0498728136320192,48.931431993881134,3.0201682278418735e-07,0,0,1,0,0
0.0059812779724948565,0.7292040693914239,5.321302157525309,156.72488930746746,5.44110703556845e-07,1,0,0,0,1
0.006135884244596457,0.7317390637574025,5.854613457670831,152.78531802152523,5.491638473236476e-07,1,0,0,0,1
0.00678766811756283,0.7253730312239363,5.7207114909976715,174.72032951093075,6.156653636119608e-07,1,0,0,0,1
0.0053358454832878365,0.7240362686982789,5.415255892986248,145.48924491702908,4.785894344130603e-07,1,0,0,0,1
0.006009633645812906,0.7590953929640057,5.526800213235303,153.99015958093594,5.405852120549153e-07,1,0,0,0,1
0.007856883375519451,0.8989499088661518,6.138784083923913,203.02738415671033,7.24344892592889e-07,1,0,0,0,1
0.006813340639075729,0.7791476680641028,6.067267488729359,168.0436169227911,6.22855388650493e-07,1,0,0,0,1
0.010409796499480964,0.7878183172634754,5.63616742430531,89.96956572926054,9.858324738018468e-07,1,0,0,0,1
0.0007625089356579171,0.28332143802070864,2.6160928447475813,89.19181666311269,6.932300417419473e-08,0,0,1,0,0
0.0009143157301807283,0.2997328354631439,2.943252510325904,98.9135170889541,8.282594790958625e-08,0,0,1,0,0
0.0006561377247019829,0.286789252431926,2.588305595653179,83.7725326369879,5.976020436010514e-08,0,0,1,0,0
0.0005080318200866256,0.21597600982314247,2.651209509883817,77.26303201757659,4.676920711596323e-08,0,0,1,0,0
0.0007144669589130031,0.2583249770742443,2.4381763647944887,83.268352517336,6.52607593835622e-08,0,0,1,0,0
0.000798191363623543,0.28739789114117914,2.749571917123747,98.610541307191,7.303171527667231e-08,0,0,1,0,0
0.0008474842133603309,0.27087930927962395,2.6998526425369676,95.45531589384319,7.717041467012283e-08,0,0,1,0,0
0.000814298416592744,0.2304069446767122,2.4230752566065825,42.24164695798113,7.64640682030911e-08,0,0,1,0,0
0.0019003132992531048,0.4107468956899635,2.336624522142236,36.35084414448029,1.7426282963957694e-07,0,0,1,0,0
0.002353092637034616,0.44925845217312266,2.830895169096123,78.53435986572856,2.1571586642495396e-07,1,0,0,0,1
0.003005389714711661,0.4930749789695384,3.074976114257949,98.84820637577897,2.7602403921455016e-07,1,0,0,0,1
0.002949896615188509,0.4483795663859206,3.0119135265828203,89.72865473060568,2.662881559588933e-07,1,0,0,0,1
0.0029370849905169284,0.5487961385201536,2.8147499591178424,94.58747413043605,2.7104805707749984e-07,1,0,0,0,1
